dataset,size,demand,nclim,nvar,temp,prec,rel,crel,safeyield
GPCC,100,68,377,7,4,1.5,100,100,125.9375
GPCC,100,68,378,7,5,1.5,100,100,123.75
GPCC,100,68,379,8,0,0.7,98.6666666666667,99.5555555555556,75.625
GPCC,100,68,380,8,1,0.7,98.3333333333333,99.3333333333333,75.625
GPCC,100,68,381,8,2,0.7,98.1111111111111,99.1666666666667,74.53125
GPCC,100,68,382,8,3,0.7,97.8888888888889,99,73.4375
GPCC,100,68,383,8,4,0.7,97.6666666666667,98.9444444444444,73.4375
GPCC,100,68,384,8,5,0.7,97.3888888888889,98.7777777777778,73.4375
GPCC,100,68,385,8,0,0.8,100,100,84.375
GPCC,100,68,386,8,1,0.8,100,100,83.28125
GPCC,100,68,387,8,2,0.8,100,100,82.1875
GPCC,100,68,388,8,3,0.8,100,100,82.1875
GPCC,100,68,389,8,4,0.8,100,100,82.1875
GPCC,100,68,390,8,5,0.8,99.8888888888889,100,81.09375
GPCC,100,68,391,8,0,0.9,100,100,90.9375
GPCC,100,68,392,8,1,0.9,100,100,90.9375
GPCC,100,68,393,8,2,0.9,100,100,90.9375
GPCC,100,68,394,8,3,0.9,100,100,89.84375
GPCC,100,68,395,8,4,0.9,100,100,88.75
GPCC,100,68,396,8,5,0.9,100,100,88.75
GPCC,100,68,397,8,0,1,100,100,97.5
GPCC,100,68,398,8,1,1,100,100,97.5
GPCC,100,68,399,8,2,1,100,100,97.5
GPCC,100,68,400,8,3,1,100,100,95.3125
GPCC,100,68,401,8,4,1,100,100,95.3125
GPCC,100,68,402,8,5,1,100,100,95.3125
GPCC,100,68,403,8,0,1.1,100,100,104.0625
GPCC,100,68,404,8,1,1.1,100,100,101.875
GPCC,100,68,405,8,2,1.1,100,100,101.875
GPCC,100,68,406,8,3,1.1,100,100,101.875
GPCC,100,68,407,8,4,1.1,100,100,101.875
GPCC,100,68,408,8,5,1.1,100,100,101.875
GPCC,100,68,409,8,0,1.2,100,100,108.4375
GPCC,100,68,410,8,1,1.2,100,100,108.4375
GPCC,100,68,411,8,2,1.2,100,100,108.4375
GPCC,100,68,412,8,3,1.2,100,100,108.4375
GPCC,100,68,413,8,4,1.2,100,100,106.25
GPCC,100,68,414,8,5,1.2,100,100,106.25
GPCC,100,68,415,8,0,1.3,100,100,112.8125
GPCC,100,68,416,8,1,1.3,100,100,112.8125
GPCC,100,68,417,8,2,1.3,100,100,112.8125
GPCC,100,68,418,8,3,1.3,100,100,112.8125
GPCC,100,68,419,8,4,1.3,100,100,111.71875
GPCC,100,68,420,8,5,1.3,100,100,110.625
GPCC,100,68,421,8,0,1.4,100,100,117.1875
GPCC,100,68,422,8,1,1.4,100,100,117.1875
GPCC,100,68,423,8,2,1.4,100,100,117.1875
GPCC,100,68,424,8,3,1.4,100,100,115
GPCC,100,68,425,8,4,1.4,100,100,115
GPCC,100,68,426,8,5,1.4,100,100,115
GPCC,100,68,427,8,0,1.5,100,100,119.375
GPCC,100,68,428,8,1,1.5,100,100,119.375
GPCC,100,68,429,8,2,1.5,100,100,119.375
GPCC,100,68,430,8,3,1.5,100,100,119.375
GPCC,100,68,431,8,4,1.5,100,100,119.375
GPCC,100,68,432,8,5,1.5,100,100,119.375
GPCC,100,68,433,9,0,0.7,96.4444444444444,98.1666666666667,71.25
GPCC,100,68,434,9,1,0.7,96.2777777777778,97.9444444444444,71.25
GPCC,100,68,435,9,2,0.7,96.0555555555556,97.8333333333333,71.25
GPCC,100,68,436,9,3,0.7,96,97.6666666666667,71.25
GPCC,100,68,437,9,4,0.7,95.7222222222222,97.5,69.0625
GPCC,100,68,438,9,5,0.7,95.3333333333333,97.4444444444444,69.0625
GPCC,100,68,439,9,0,0.8,98.8333333333333,99.4444444444444,84.375
GPCC,100,68,440,9,1,0.8,98.5555555555556,99.3888888888889,82.1875
GPCC,100,68,441,9,2,0.8,98.5,99.3888888888889,80
GPCC,100,68,442,9,3,0.8,98.5,99.1666666666667,80
GPCC,100,68,443,9,4,0.8,98.1666666666667,99.1111111111111,80
GPCC,100,68,444,9,5,0.8,97.9444444444444,99,80
GPCC,100,68,445,9,0,0.9,100,100,90.9375
GPCC,100,68,446,9,1,0.9,100,100,88.75
GPCC,100,68,447,9,2,0.9,100,100,88.75
GPCC,100,68,448,9,3,0.9,100,100,88.75
GPCC,100,68,449,9,4,0.9,100,100,88.75
GPCC,100,68,450,9,5,0.9,100,100,88.75
GPCC,100,68,451,9,0,1,100,100,97.5
GPCC,100,68,452,9,1,1,100,100,97.5
GPCC,100,68,453,9,2,1,100,100,97.5
GPCC,100,68,454,9,3,1,100,100,95.3125
GPCC,100,68,455,9,4,1,100,100,95.3125
GPCC,100,68,456,9,5,1,100,100,95.3125
GPCC,100,68,457,9,0,1.1,100,100,104.0625
GPCC,100,68,458,9,1,1.1,100,100,104.0625
GPCC,100,68,459,9,2,1.1,100,100,102.96875
GPCC,100,68,460,9,3,1.1,100,100,102.96875
GPCC,100,68,461,9,4,1.1,100,100,101.875
GPCC,100,68,462,9,5,1.1,100,100,101.875
GPCC,100,68,463,9,0,1.2,100,100,110.625
GPCC,100,68,464,9,1,1.2,100,100,110.625
GPCC,100,68,465,9,2,1.2,100,100,108.4375
GPCC,100,68,466,9,3,1.2,100,100,108.4375
GPCC,100,68,467,9,4,1.2,100,100,108.4375
GPCC,100,68,468,9,5,1.2,100,100,108.4375
GPCC,100,68,469,9,0,1.3,100,100,115
GPCC,100,68,470,9,1,1.3,100,100,115
GPCC,100,68,471,9,2,1.3,100,100,115
GPCC,100,68,472,9,3,1.3,100,100,115
GPCC,100,68,473,9,4,1.3,100,100,115
GPCC,100,68,474,9,5,1.3,100,100,112.8125
GPCC,100,68,475,9,0,1.4,100,100,119.375
GPCC,100,68,476,9,1,1.4,100,100,119.375
GPCC,100,68,477,9,2,1.4,100,100,119.375
GPCC,100,68,478,9,3,1.4,100,100,119.375
GPCC,100,68,479,9,4,1.4,100,100,119.375
GPCC,100,68,480,9,5,1.4,100,100,119.375
GPCC,100,68,481,9,0,1.5,100,100,123.75
GPCC,100,68,482,9,1,1.5,100,100,123.75
GPCC,100,68,483,9,2,1.5,100,100,123.75
GPCC,100,68,484,9,3,1.5,100,100,123.75
GPCC,100,68,485,9,4,1.5,100,100,123.75
GPCC,100,68,486,9,5,1.5,100,100,123.75
GPCC,100,68,487,10,0,0.7,98.5,99.4444444444444,80
GPCC,100,68,488,10,1,0.7,98.3888888888889,99.3888888888889,77.8125
GPCC,100,68,489,10,2,0.7,98.2777777777778,99.3333333333333,77.8125
GPCC,100,68,490,10,3,0.7,98,99.2777777777778,77.8125
GPCC,100,68,491,10,4,0.7,97.9444444444444,99.2222222222222,76.71875
GPCC,100,68,492,10,5,0.7,97.9444444444444,99.1111111111111,75.625
GPCC,100,68,493,10,0,0.8,100,100,86.5625
GPCC,100,68,494,10,1,0.8,100,100,86.5625
GPCC,100,68,495,10,2,0.8,100,100,86.5625
GPCC,100,68,496,10,3,0.8,99.9444444444444,100,84.375
GPCC,100,68,497,10,4,0.8,99.7777777777778,99.9444444444444,84.375
GPCC,100,68,498,10,5,0.8,99.7222222222222,99.8888888888889,84.375
GPCC,100,68,499,10,0,0.9,100,100,93.125
GPCC,100,68,500,10,1,0.9,100,100,93.125
GPCC,100,68,501,10,2,0.9,100,100,92.03125
GPCC,100,68,502,10,3,0.9,100,100,90.9375
GPCC,100,68,503,10,4,0.9,100,100,90.9375
GPCC,100,68,504,10,5,0.9,100,100,90.9375
GPCC,100,68,505,10,0,1,100,100,98.59375
GPCC,100,68,506,10,1,1,100,100,97.5
GPCC,100,68,507,10,2,1,100,100,97.5
GPCC,100,68,508,10,3,1,100,100,97.5
GPCC,100,68,509,10,4,1,100,100,96.40625
GPCC,100,68,510,10,5,1,100,100,95.3125
GPCC,100,68,511,10,0,1.1,100,100,104.0625
GPCC,100,68,512,10,1,1.1,100,100,101.875
GPCC,100,68,513,10,2,1.1,100,100,101.875
GPCC,100,68,514,10,3,1.1,100,100,101.875
GPCC,100,68,515,10,4,1.1,100,100,101.875
GPCC,100,68,516,10,5,1.1,100,100,101.875
GPCC,100,68,517,10,0,1.2,100,100,108.4375
GPCC,100,68,518,10,1,1.2,100,100,106.25
GPCC,100,68,519,10,2,1.2,100,100,106.25
GPCC,100,68,520,10,3,1.2,100,100,106.25
GPCC,100,68,521,10,4,1.2,100,100,106.25
GPCC,100,68,522,10,5,1.2,100,100,106.25
GPCC,100,68,523,10,0,1.3,100,100,110.625
GPCC,100,68,524,10,1,1.3,100,100,110.625
GPCC,100,68,525,10,2,1.3,100,100,110.625
GPCC,100,68,526,10,3,1.3,100,100,110.625
GPCC,100,68,527,10,4,1.3,100,100,110.625
GPCC,100,68,528,10,5,1.3,100,100,108.4375
GPCC,100,68,529,10,0,1.4,100,100,112.8125
GPCC,100,68,530,10,1,1.4,100,100,112.8125
GPCC,100,68,531,10,2,1.4,100,100,112.8125
GPCC,100,68,532,10,3,1.4,100,100,112.8125
GPCC,100,68,533,10,4,1.4,100,100,112.8125
GPCC,100,68,534,10,5,1.4,100,100,112.8125
GPCC,100,68,535,10,0,1.5,100,100,115
GPCC,100,68,536,10,1,1.5,100,100,115
GPCC,100,68,537,10,2,1.5,100,100,115
GPCC,100,68,538,10,3,1.5,100,100,115
GPCC,100,68,539,10,4,1.5,100,100,115
GPCC,100,68,540,10,5,1.5,100,100,115
GPCC,100,80,1,1,0,0.7,91.8333333333333,95.1666666666667,73.4375
GPCC,100,80,2,1,1,0.7,91.6666666666667,94.8333333333333,72.34375
GPCC,100,80,3,1,2,0.7,91.1111111111111,94.7777777777778,71.25
GPCC,100,80,4,1,3,0.7,90.6666666666667,94.6666666666667,71.25
GPCC,100,80,5,1,4,0.7,90.5,94.2222222222222,71.25
GPCC,100,80,6,1,5,0.7,90.2222222222222,94.0555555555556,69.0625
GPCC,100,80,7,1,0,0.8,96.2222222222222,97.8333333333333,82.1875
GPCC,100,80,8,1,1,0.8,96,97.6666666666667,82.1875
GPCC,100,80,9,1,2,0.8,95.7222222222222,97.5555555555556,82.1875
GPCC,100,80,10,1,3,0.8,95.6111111111111,97.3888888888889,81.09375
GPCC,100,80,11,1,4,0.8,95.3333333333333,97.1666666666667,80
GPCC,100,80,12,1,5,0.8,95,97,80
GPCC,100,80,13,1,0,0.9,98.3333333333333,99.1111111111111,90.9375
GPCC,100,80,14,1,1,0.9,98.2777777777778,99,90.9375
GPCC,100,80,15,1,2,0.9,98.1666666666667,99,90.9375
GPCC,100,80,16,1,3,0.9,98.0555555555556,98.8888888888889,88.75
GPCC,100,80,17,1,4,0.9,97.8888888888889,98.8888888888889,88.75
GPCC,100,80,18,1,5,0.9,97.6666666666667,98.8333333333333,88.75
GPCC,100,80,19,1,0,1,99.3333333333333,99.7777777777778,97.5
GPCC,100,80,20,1,1,1,99.2777777777778,99.7222222222222,97.5
GPCC,100,80,21,1,2,1,99.2777777777778,99.6111111111111,97.5
GPCC,100,80,22,1,3,1,99.1666666666667,99.6111111111111,97.5
GPCC,100,80,23,1,4,1,99.1111111111111,99.5555555555556,95.3125
GPCC,100,80,24,1,5,1,99,99.5,95.3125
GPCC,100,80,25,1,0,1.1,99.9444444444444,100,104.0625
GPCC,100,80,26,1,1,1.1,99.8888888888889,100,101.875
GPCC,100,80,27,1,2,1.1,99.8888888888889,100,101.875
GPCC,100,80,28,1,3,1.1,99.8888888888889,100,101.875
GPCC,100,80,29,1,4,1.1,99.8888888888889,100,101.875
GPCC,100,80,30,1,5,1.1,99.8888888888889,99.9444444444444,100.78125
GPCC,100,80,31,1,0,1.2,100,100,106.25
GPCC,100,80,32,1,1,1.2,100,100,106.25
GPCC,100,80,33,1,2,1.2,100,100,106.25
GPCC,100,80,34,1,3,1.2,100,100,106.25
GPCC,100,80,35,1,4,1.2,100,100,106.25
GPCC,100,80,36,1,5,1.2,100,100,106.25
GPCC,100,80,37,1,0,1.3,100,100,110.625
GPCC,100,80,38,1,1,1.3,100,100,110.625
GPCC,100,80,39,1,2,1.3,100,100,110.625
GPCC,100,80,40,1,3,1.3,100,100,110.625
GPCC,100,80,41,1,4,1.3,100,100,110.625
GPCC,100,80,42,1,5,1.3,100,100,110.625
GPCC,100,80,43,1,0,1.4,100,100,115
GPCC,100,80,44,1,1,1.4,100,100,115
GPCC,100,80,45,1,2,1.4,100,100,115
GPCC,100,80,46,1,3,1.4,100,100,115
GPCC,100,80,47,1,4,1.4,100,100,115
GPCC,100,80,48,1,5,1.4,100,100,115
GPCC,100,80,49,1,0,1.5,100,100,119.375
GPCC,100,80,50,1,1,1.5,100,100,119.375
GPCC,100,80,51,1,2,1.5,100,100,119.375
GPCC,100,80,52,1,3,1.5,100,100,115
GPCC,100,80,53,1,4,1.5,100,100,115
GPCC,100,80,54,1,5,1.5,100,100,115
GPCC,100,80,55,2,0,0.7,92.6111111111111,96.4444444444444,76.71875
GPCC,100,80,56,2,1,0.7,92.1111111111111,96.2222222222222,75.625
GPCC,100,80,57,2,2,0.7,91.5555555555556,96.0555555555556,75.625
GPCC,100,80,58,2,3,0.7,91.1666666666667,95.9444444444444,74.53125
GPCC,100,80,59,2,4,0.7,90.7222222222222,95.7777777777778,74.53125
GPCC,100,80,60,2,5,0.7,90.3888888888889,95.5,73.4375
GPCC,100,80,61,2,0,0.8,97.8333333333333,98.7777777777778,84.375
GPCC,100,80,62,2,1,0.8,97.5,98.7222222222222,84.375
GPCC,100,80,63,2,2,0.8,97.2222222222222,98.7222222222222,83.28125
GPCC,100,80,64,2,3,0.8,97.0555555555556,98.5555555555556,83.28125
GPCC,100,80,65,2,4,0.8,96.5555555555556,98.2777777777778,82.1875
GPCC,100,80,66,2,5,0.8,96.2777777777778,98.2222222222222,82.1875
GPCC,100,80,67,2,0,0.9,99.3888888888889,99.7777777777778,93.125
GPCC,100,80,68,2,1,0.9,99.3333333333333,99.7777777777778,92.03125
GPCC,100,80,69,2,2,0.9,99.2222222222222,99.7777777777778,90.9375
GPCC,100,80,70,2,3,0.9,99.0555555555556,99.7222222222222,90.9375
GPCC,100,80,71,2,4,0.9,98.9444444444444,99.7222222222222,90.9375
GPCC,100,80,72,2,5,0.9,98.8888888888889,99.6111111111111,88.75
GPCC,100,80,73,2,0,1,99.7777777777778,99.9444444444444,99.6875
GPCC,100,80,74,2,1,1,99.7777777777778,99.9444444444444,97.5
GPCC,100,80,75,2,2,1,99.7777777777778,99.9444444444444,97.5
GPCC,100,80,76,2,3,1,99.7222222222222,99.9444444444444,97.5
GPCC,100,80,77,2,4,1,99.7222222222222,99.9444444444444,97.5
GPCC,100,80,78,2,5,1,99.7222222222222,99.9444444444444,96.40625
GPCC,100,80,79,2,0,1.1,99.9444444444444,100,104.0625
GPCC,100,80,80,2,1,1.1,99.9444444444444,100,104.0625
GPCC,100,80,81,2,2,1.1,99.8888888888889,100,104.0625
GPCC,100,80,82,2,3,1.1,99.8888888888889,100,101.875
GPCC,100,80,83,2,4,1.1,99.8888888888889,100,101.875
GPCC,100,80,84,2,5,1.1,99.8888888888889,100,101.875
GPCC,100,80,85,2,0,1.2,100,100,108.4375
GPCC,100,80,86,2,1,1.2,100,100,108.4375
GPCC,100,80,87,2,2,1.2,100,100,108.4375
GPCC,100,80,88,2,3,1.2,100,100,108.4375
GPCC,100,80,89,2,4,1.2,100,100,106.25
GPCC,100,80,90,2,5,1.2,100,100,106.25
GPCC,100,80,91,2,0,1.3,100,100,112.8125
GPCC,100,80,92,2,1,1.3,100,100,112.8125
GPCC,100,80,93,2,2,1.3,100,100,110.625
GPCC,100,80,94,2,3,1.3,100,100,110.625
GPCC,100,80,95,2,4,1.3,100,100,110.625
GPCC,100,80,96,2,5,1.3,100,100,110.625
GPCC,100,80,97,2,0,1.4,100,100,115
GPCC,100,80,98,2,1,1.4,100,100,115
GPCC,100,80,99,2,2,1.4,100,100,115
GPCC,100,80,100,2,3,1.4,100,100,115
GPCC,100,80,101,2,4,1.4,100,100,115
GPCC,100,80,102,2,5,1.4,100,100,115
GPCC,100,80,103,2,0,1.5,100,100,119.375
GPCC,100,80,104,2,1,1.5,100,100,119.375
GPCC,100,80,105,2,2,1.5,100,100,119.375
GPCC,100,80,106,2,3,1.5,100,100,119.375
GPCC,100,80,107,2,4,1.5,100,100,119.375
GPCC,100,80,108,2,5,1.5,100,100,117.1875
GPCC,100,80,109,3,0,0.7,95.9444444444444,97.8888888888889,81.09375
GPCC,100,80,110,3,1,0.7,95.6111111111111,97.5555555555556,81.09375
GPCC,100,80,111,3,2,0.7,95.3333333333333,97.3888888888889,80
GPCC,100,80,112,3,3,0.7,95,97,80
GPCC,100,80,113,3,4,0.7,94.5555555555556,96.6666666666667,80
GPCC,100,80,114,3,5,0.7,94.1111111111111,96.3888888888889,78.90625
GPCC,100,80,115,3,0,0.8,99.3888888888889,99.6666666666667,88.75
GPCC,100,80,116,3,1,0.8,99.2777777777778,99.6111111111111,87.65625
GPCC,100,80,117,3,2,0.8,99.1111111111111,99.5,87.65625
GPCC,100,80,118,3,3,0.8,99.0555555555556,99.4444444444444,86.5625
GPCC,100,80,119,3,4,0.8,98.8333333333333,99.4444444444444,86.5625
GPCC,100,80,120,3,5,0.8,98.7222222222222,99.3888888888889,86.5625
GPCC,100,80,121,3,0,0.9,100,100,95.3125
GPCC,100,80,122,3,1,0.9,100,100,94.21875
GPCC,100,80,123,3,2,0.9,99.9444444444444,100,94.21875
GPCC,100,80,124,3,3,0.9,99.8888888888889,100,93.125
GPCC,100,80,125,3,4,0.9,99.8888888888889,100,93.125
GPCC,100,80,126,3,5,0.9,99.8888888888889,100,92.03125
GPCC,100,80,127,3,0,1,100,100,99.6875
GPCC,100,80,128,3,1,1,100,100,99.6875
GPCC,100,80,129,3,2,1,100,100,99.6875
GPCC,100,80,130,3,3,1,100,100,99.6875
GPCC,100,80,131,3,4,1,100,100,98.59375
GPCC,100,80,132,3,5,1,100,100,97.5
GPCC,100,80,133,3,0,1.1,100,100,106.25
GPCC,100,80,134,3,1,1.1,100,100,104.0625
GPCC,100,80,135,3,2,1.1,100,100,104.0625
GPCC,100,80,136,3,3,1.1,100,100,104.0625
GPCC,100,80,137,3,4,1.1,100,100,104.0625
GPCC,100,80,138,3,5,1.1,100,100,104.0625
GPCC,100,80,139,3,0,1.2,100,100,108.4375
GPCC,100,80,140,3,1,1.2,100,100,108.4375
GPCC,100,80,141,3,2,1.2,100,100,108.4375
GPCC,100,80,142,3,3,1.2,100,100,106.25
GPCC,100,80,143,3,4,1.2,100,100,106.25
GPCC,100,80,144,3,5,1.2,100,100,106.25
GPCC,100,80,145,3,0,1.3,100,100,112.8125
GPCC,100,80,146,3,1,1.3,100,100,110.625
GPCC,100,80,147,3,2,1.3,100,100,110.625
GPCC,100,80,148,3,3,1.3,100,100,110.625
GPCC,100,80,149,3,4,1.3,100,100,110.625
GPCC,100,80,150,3,5,1.3,100,100,110.625
GPCC,100,80,151,3,0,1.4,100,100,115
GPCC,100,80,152,3,1,1.4,100,100,115
GPCC,100,80,153,3,2,1.4,100,100,115
GPCC,100,80,154,3,3,1.4,100,100,115
GPCC,100,80,155,3,4,1.4,100,100,115
GPCC,100,80,156,3,5,1.4,100,100,115
GPCC,100,80,157,3,0,1.5,100,100,119.375
GPCC,100,80,158,3,1,1.5,100,100,119.375
GPCC,100,80,159,3,2,1.5,100,100,119.375
GPCC,100,80,160,3,3,1.5,100,100,117.1875
GPCC,100,80,161,3,4,1.5,100,100,117.1875
GPCC,100,80,162,3,5,1.5,100,100,115
GPCC,100,80,163,4,0,0.7,96.6111111111111,98.1666666666667,83.28125
GPCC,100,80,164,4,1,0.7,96.2777777777778,98,82.1875
GPCC,100,80,165,4,2,0.7,96.0555555555556,97.8888888888889,82.1875
GPCC,100,80,166,4,3,0.7,95.7777777777778,97.7222222222222,82.1875
GPCC,100,80,167,4,4,0.7,95.5555555555556,97.6666666666667,81.09375
GPCC,100,80,168,4,5,0.7,95.3888888888889,97.3888888888889,80
GPCC,100,80,169,4,0,0.8,98.9444444444444,99.3333333333333,90.9375
GPCC,100,80,170,4,1,0.8,98.8333333333333,99.3333333333333,90.9375
GPCC,100,80,171,4,2,0.8,98.6666666666667,99.2222222222222,89.84375
GPCC,100,80,172,4,3,0.8,98.6111111111111,99.1666666666667,89.84375
GPCC,100,80,173,4,4,0.8,98.5,99.1111111111111,88.75
GPCC,100,80,174,4,5,0.8,98.4444444444444,99.0555555555556,88.75
GPCC,100,80,175,4,0,0.9,99.5,99.6666666666667,97.5
GPCC,100,80,176,4,1,0.9,99.5,99.6666666666667,97.5
GPCC,100,80,177,4,2,0.9,99.4444444444444,99.6666666666667,97.5
GPCC,100,80,178,4,3,0.9,99.4444444444444,99.6666666666667,95.3125
GPCC,100,80,179,4,4,0.9,99.3888888888889,99.6666666666667,95.3125
GPCC,100,80,180,4,5,0.9,99.3888888888889,99.6666666666667,95.3125
GPCC,100,80,181,4,0,1,99.5,99.7222222222222,101.875
GPCC,100,80,182,4,1,1,99.5,99.7222222222222,101.875
GPCC,100,80,183,4,2,1,99.5,99.7222222222222,101.875
GPCC,100,80,184,4,3,1,99.5,99.7222222222222,101.875
GPCC,100,80,185,4,4,1,99.5,99.7222222222222,101.875
GPCC,100,80,186,4,5,1,99.5,99.7222222222222,99.6875
GPCC,100,80,187,4,0,1.1,99.5,99.7222222222222,106.25
GPCC,100,80,188,4,1,1.1,99.5,99.7222222222222,106.25
GPCC,100,80,189,4,2,1.1,99.5,99.7222222222222,106.25
GPCC,100,80,190,4,3,1.1,99.5,99.7222222222222,106.25
GPCC,100,80,191,4,4,1.1,99.5,99.7222222222222,104.0625
GPCC,100,80,192,4,5,1.1,99.5,99.7222222222222,104.0625
GPCC,100,80,193,4,0,1.2,99.5,99.7777777777778,110.625
GPCC,100,80,194,4,1,1.2,99.5,99.7777777777778,110.625
GPCC,100,80,195,4,2,1.2,99.5,99.7777777777778,110.625
GPCC,100,80,196,4,3,1.2,99.5,99.7777777777778,108.4375
GPCC,100,80,197,4,4,1.2,99.5,99.7777777777778,108.4375
GPCC,100,80,198,4,5,1.2,99.5,99.7777777777778,108.4375
GPCC,100,80,199,4,0,1.3,99.5555555555556,99.7777777777778,115
GPCC,100,80,200,4,1,1.3,99.5555555555556,99.7777777777778,115
GPCC,100,80,201,4,2,1.3,99.5555555555556,99.7777777777778,115
GPCC,100,80,202,4,3,1.3,99.5555555555556,99.7777777777778,112.8125
GPCC,100,80,203,4,4,1.3,99.5555555555556,99.7777777777778,112.8125
GPCC,100,80,204,4,5,1.3,99.5555555555556,99.7777777777778,112.8125
GPCC,100,80,205,4,0,1.4,99.6666666666667,99.7777777777778,119.375
GPCC,100,80,206,4,1,1.4,99.6666666666667,99.7777777777778,119.375
GPCC,100,80,207,4,2,1.4,99.6666666666667,99.7777777777778,117.1875
GPCC,100,80,208,4,3,1.4,99.6111111111111,99.7777777777778,117.1875
GPCC,100,80,209,4,4,1.4,99.6111111111111,99.7777777777778,117.1875
GPCC,100,80,210,4,5,1.4,99.6111111111111,99.7777777777778,115
GPCC,100,80,211,4,0,1.5,99.7222222222222,99.7777777777778,119.375
GPCC,100,80,212,4,1,1.5,99.7222222222222,99.7777777777778,119.375
GPCC,100,80,213,4,2,1.5,99.7222222222222,99.7777777777778,119.375
GPCC,100,80,214,4,3,1.5,99.7222222222222,99.7777777777778,119.375
GPCC,100,80,215,4,4,1.5,99.7222222222222,99.7777777777778,119.375
GPCC,100,80,216,4,5,1.5,99.7222222222222,99.7777777777778,119.375
GPCC,100,80,217,5,0,0.7,93.2777777777778,96.0555555555556,75.625
GPCC,100,80,218,5,1,0.7,92.9444444444444,95.9444444444444,75.625
GPCC,100,80,219,5,2,0.7,92.5,95.7777777777778,75.625
GPCC,100,80,220,5,3,0.7,92.3333333333333,95.5555555555556,73.4375
GPCC,100,80,221,5,4,0.7,92.0555555555556,95.4444444444444,73.4375
GPCC,100,80,222,5,5,0.7,91.7777777777778,95.1666666666667,73.4375
GPCC,100,80,223,5,0,0.8,96.6666666666667,98.2222222222222,84.375
GPCC,100,80,224,5,1,0.8,96.5,98.1666666666667,84.375
GPCC,100,80,225,5,2,0.8,96.3333333333333,98.0555555555556,84.375
GPCC,100,80,226,5,3,0.8,96.1111111111111,97.8333333333333,83.28125
GPCC,100,80,227,5,4,0.8,96.0555555555556,97.7777777777778,82.1875
GPCC,100,80,228,5,5,0.8,95.8888888888889,97.6111111111111,82.1875
GPCC,100,80,229,5,0,0.9,98.6666666666667,99.3333333333333,93.125
GPCC,100,80,230,5,1,0.9,98.5,99.2222222222222,93.125
GPCC,100,80,231,5,2,0.9,98.3333333333333,99.0555555555556,90.9375
GPCC,100,80,232,5,3,0.9,98.1111111111111,99,90.9375
GPCC,100,80,233,5,4,0.9,97.9444444444444,99,90.9375
GPCC,100,80,234,5,5,0.9,97.8333333333333,98.8333333333333,90.9375
GPCC,100,80,235,5,0,1,99.7777777777778,99.9444444444444,97.5
GPCC,100,80,236,5,1,1,99.7777777777778,99.9444444444444,97.5
GPCC,100,80,237,5,2,1,99.7777777777778,99.9444444444444,97.5
GPCC,100,80,238,5,3,1,99.7222222222222,99.8888888888889,97.5
GPCC,100,80,239,5,4,1,99.6111111111111,99.8333333333333,97.5
GPCC,100,80,240,5,5,1,99.5555555555556,99.7777777777778,97.5
GPCC,100,80,241,5,0,1.1,99.8888888888889,99.9444444444444,104.0625
GPCC,100,80,242,5,1,1.1,99.8888888888889,99.9444444444444,104.0625
GPCC,100,80,243,5,2,1.1,99.8888888888889,99.9444444444444,101.875
GPCC,100,80,244,5,3,1.1,99.8888888888889,99.9444444444444,101.875
GPCC,100,80,245,5,4,1.1,99.8888888888889,99.9444444444444,101.875
GPCC,100,80,246,5,5,1.1,99.8888888888889,99.9444444444444,101.875
GPCC,100,80,247,5,0,1.2,99.9444444444444,99.9444444444444,108.4375
GPCC,100,80,248,5,1,1.2,99.9444444444444,99.9444444444444,108.4375
GPCC,100,80,249,5,2,1.2,99.9444444444444,99.9444444444444,106.25
GPCC,100,80,250,5,3,1.2,99.9444444444444,99.9444444444444,106.25
GPCC,100,80,251,5,4,1.2,99.9444444444444,99.9444444444444,106.25
GPCC,100,80,252,5,5,1.2,99.9444444444444,99.9444444444444,106.25
GPCC,100,80,253,5,0,1.3,99.9444444444444,100,112.8125
GPCC,100,80,254,5,1,1.3,99.9444444444444,100,112.8125
GPCC,100,80,255,5,2,1.3,99.9444444444444,100,112.8125
GPCC,100,80,256,5,3,1.3,99.9444444444444,99.9444444444444,110.625
GPCC,100,80,257,5,4,1.3,99.9444444444444,99.9444444444444,110.625
GPCC,100,80,258,5,5,1.3,99.9444444444444,99.9444444444444,110.625
GPCC,100,80,259,5,0,1.4,99.9444444444444,100,119.375
GPCC,100,80,260,5,1,1.4,99.9444444444444,100,117.1875
GPCC,100,80,261,5,2,1.4,99.9444444444444,100,115
GPCC,100,80,262,5,3,1.4,99.9444444444444,100,115
GPCC,100,80,263,5,4,1.4,99.9444444444444,100,115
GPCC,100,80,264,5,5,1.4,99.9444444444444,100,115
GPCC,100,80,265,5,0,1.5,100,100,121.5625
GPCC,100,80,266,5,1,1.5,100,100,121.5625
GPCC,100,80,267,5,2,1.5,100,100,119.375
GPCC,100,80,268,5,3,1.5,100,100,119.375
GPCC,100,80,269,5,4,1.5,100,100,119.375
GPCC,100,80,270,5,5,1.5,100,100,119.375
GPCC,100,80,271,6,0,0.7,95,96.6111111111111,80
GPCC,100,80,272,6,1,0.7,94.7777777777778,96.4444444444444,80
GPCC,100,80,273,6,2,0.7,94.2777777777778,96.3333333333333,77.8125
GPCC,100,80,274,6,3,0.7,94.0555555555556,96.2777777777778,77.8125
